cantimestamp;datetimestamp;deviceid;antennaID;data
3450789960;09.03.2020 00:03:21:499;2;5;972273000584356
3451449282;09.03.2020 00:03:22:159;2;5;
3451805776;09.03.2020 00:03:22:515;2;5;972273000584356
3454220068;09.03.2020 00:03:24:929;2;4;972273000585057
3454421103;09.03.2020 00:03:25:131;2;4;
3466036535;09.03.2020 00:03:36:746;3;1;972273000583889
3466265945;09.03.2020 00:03:36:975;3;0;972273000583889
3466340274;09.03.2020 00:03:37:049;3;1;
3467679412;09.03.2020 00:03:38:388;3;0;
3468169391;09.03.2020 00:03:38:879;1;4;972273000583889
3468501477;09.03.2020 00:03:39:211;1;4;
3468660879;09.03.2020 00:03:39:370;1;4;972273000583889
3469386016;09.03.2020 00:03:40:095;1;4;
3469611196;09.03.2020 00:03:40:320;1;5;972273000583889
3470991812;09.03.2020 00:03:41:701;1;5;
3482247602;09.03.2020 00:03:52:956;2;4;972273000585057
3483497389;09.03.2020 00:03:54:206;2;4;
3483525566;09.03.2020 00:03:54:234;2;4;972273000585057
3484250425;09.03.2020 00:03:54:959;2;4;
3485393363;09.03.2020 00:03:56:102;2;4;972273000585057
3485790544;09.03.2020 00:03:56:499;2;4;
3488057099;09.03.2020 00:03:58:765;2;4;972273000585057
3488880936;09.03.2020 00:03:59:590;2;4;
3489040155;09.03.2020 00:03:59:748;2;4;972273000585057
3489241354;09.03.2020 00:03:59:949;2;4;
3490514729;09.03.2020 00:04:01:223;2;4;972273000585057
3491108842;09.03.2020 00:04:01:817;2;4;
3492808553;09.03.2020 00:04:03:517;2;4;972273000585057
3493173107;09.03.2020 00:04:03:881;2;4;
3513123250;09.03.2020 00:04:23:831;2;2;972273000585057
3513454591;09.03.2020 00:04:24:162;2;2;
3513586545;09.03.2020 00:04:24:294;2;3;972273000585057
3513983854;09.03.2020 00:04:24:691;2;3;
3550653389;09.03.2020 00:05:01:360;2;3;972273000585057
3551051019;09.03.2020 00:05:01:758;2;3;
3551210461;09.03.2020 00:05:01:916;2;2;972273000585057
3551575107;09.03.2020 00:05:02:282;2;2;
3562189278;09.03.2020 00:05:12:896;1;4;972273000585057
3562521258;09.03.2020 00:05:13:228;1;4;
3563106828;09.03.2020 00:05:13:813;1;5;972273000585057
3563307208;09.03.2020 00:05:14:014;1;5;
3564220968;09.03.2020 00:05:14:927;1;5;972273000585057
3565142536;09.03.2020 00:05:15:849;1;5;
3565351107;09.03.2020 00:05:16:057;1;4;972273000585057
3565748159;09.03.2020 00:05:16:455;1;4;
3568741309;09.03.2020 00:05:19:448;2;4;972273000585057
3569088691;09.03.2020 00:05:19:795;2;5;
3569674023;09.03.2020 00:05:20:380;2;5;972273000584356
3572284499;09.03.2020 00:05:22:991;2;4;
3616684910;09.03.2020 00:06:07:390;1;5;972273000591336
3617475956;09.03.2020 00:06:08:181;1;5;
3617569660;09.03.2020 00:06:08:275;1;4;972273000591336
3619048224;09.03.2020 00:06:09:753;1;4;
3625526442;09.03.2020 00:06:16:231;2;0;972273000591336
3626053427;09.03.2020 00:06:16:758;2;1;972273000583609
3626185974;09.03.2020 00:06:16:891;2;0;
3626509525;09.03.2020 00:06:17:214;2;0;972273000591336
3626777995;09.03.2020 00:06:17:483;2;1;
3627365705;09.03.2020 00:06:18:071;2;0;
3627558149;09.03.2020 00:06:18:263;2;0;972273000591336
3628643823;09.03.2020 00:06:19:349;2;0;
3628672272;09.03.2020 00:06:19:377;2;0;972273000591336
3629495228;09.03.2020 00:06:20:200;2;0;
3629789043;09.03.2020 00:06:20:494;2;0;972273000583609
3630087618;09.03.2020 00:06:20:792;2;0;
3630182253;09.03.2020 00:06:20:887;2;0;972273000583609
3630678001;09.03.2020 00:06:21:383;2;0;
3630804875;09.03.2020 00:06:21:509;2;0;972273000583609
3632807517;09.03.2020 00:06:23:512;2;0;
3632934841;09.03.2020 00:06:23:640;2;0;972273000583609
3633955114;09.03.2020 00:06:24:659;2;0;
3634016219;09.03.2020 00:06:24:721;2;0;972273000583609
3635068597;09.03.2020 00:06:25:773;2;0;
3635195905;09.03.2020 00:06:25:900;2;0;972273000583609
3636149943;09.03.2020 00:06:26:854;2;0;
3636244506;09.03.2020 00:06:26:949;2;0;972273000583609
3641786516;09.03.2020 00:06:32:491;2;0;
3644934033;09.03.2020 00:06:35:639;2;2;972273000591336
3645494874;09.03.2020 00:06:36:199;2;2;
3645851535;09.03.2020 00:06:36:556;2;3;972273000591336
3646904213;09.03.2020 00:06:37:609;2;3;
3647845049;09.03.2020 00:06:38:548;1;4;972273000583609
3648176637;09.03.2020 00:06:38:881;1;4;
3648238279;09.03.2020 00:06:38:943;1;5;972273000583609
3648438850;09.03.2020 00:06:39:143;1;5;
3648500435;09.03.2020 00:06:39:205;1;5;972273000583609
3650110559;09.03.2020 00:06:40:815;1;5;
3665713600;09.03.2020 00:06:56:417;2;4;972273000585057
3668633821;09.03.2020 00:06:59:338;2;4;
3672824366;09.03.2020 00:07:03:528;2;4;972273000585057
3674696082;09.03.2020 00:07:05:400;2;4;
3676232274;09.03.2020 00:07:06:936;2;4;972273000585057
3676661945;09.03.2020 00:07:07:365;2;4;
3682085538;09.03.2020 00:07:12:789;2;3;972273000591336
3682446024;09.03.2020 00:07:13:149;2;2;972273000591336
3682482424;09.03.2020 00:07:13:186;2;3;
3685071211;09.03.2020 00:07:15:774;2;2;
3686443761;09.03.2020 00:07:17:147;2;4;972273000591336
3689233205;09.03.2020 00:07:19:936;2;4;
3689250188;09.03.2020 00:07:19:953;2;5;
3689294596;09.03.2020 00:07:19:998;2;4;972273000591336
3689934342;09.03.2020 00:07:20:637;2;5;972273000584356
3690085640;09.03.2020 00:07:20:789;2;4;
3693128527;09.03.2020 00:07:23:832;2;4;972273000591336
3693411827;09.03.2020 00:07:24:115;2;5;
3693801025;09.03.2020 00:07:24:504;2;5;972273000584356
3693918947;09.03.2020 00:07:24:622;2;4;
3701735987;09.03.2020 00:07:32:439;2;4;972273000591336
3702067560;09.03.2020 00:07:32:770;2;4;
3708453035;09.03.2020 00:07:39:156;2;4;972273000591336
3708649790;09.03.2020 00:07:39:352;2;5;
3709333312;09.03.2020 00:07:40:036;2;5;972273000584356
3709374776;09.03.2020 00:07:40:077;2;4;
3716075480;09.03.2020 00:07:46:778;2;4;972273000591336
3717259314;09.03.2020 00:07:47:962;2;4;
3717320707;09.03.2020 00:07:48:023;2;4;972273000591336
3717332499;09.03.2020 00:07:48:035;2;5;
3718111727;09.03.2020 00:07:48:814;2;4;
3718213552;09.03.2020 00:07:48:915;2;5;972273000584356
3718369290;09.03.2020 00:07:49:072;2;4;972273000591336
3718766328;09.03.2020 00:07:49:469;2;4;
3732086910;09.03.2020 00:08:02:789;2;4;972273000591336
3732111574;09.03.2020 00:08:02:814;2;5;
3732287424;09.03.2020 00:08:02:990;2;4;
3733254311;09.03.2020 00:08:03:957;2;5;972273000584356
3733790879;09.03.2020 00:08:04:493;2;4;972273000591336
3733848519;09.03.2020 00:08:04:550;2;5;
3734581586;09.03.2020 00:08:05:283;2;4;
3736608986;09.03.2020 00:08:07:310;2;4;972273000591336
3737268340;09.03.2020 00:08:07:970;2;4;
3737317596;09.03.2020 00:08:08:019;2;5;972273000584356
3739114208;09.03.2020 00:08:09:816;2;4;972273000591336
3739708089;09.03.2020 00:08:10:410;2;4;
3739942900;09.03.2020 00:08:10:644;2;5;
3740457711;09.03.2020 00:08:11:159;2;4;972273000591336
3742331151;09.03.2020 00:08:13:033;2;5;972273000584356
3742394825;09.03.2020 00:08:13:097;2;4;
3754754143;09.03.2020 00:08:25:455;2;4;972273000591336
3756166909;09.03.2020 00:08:26:868;2;4;
3756360552;09.03.2020 00:08:27:062;2;5;
3757007430;09.03.2020 00:08:27:709;2;4;972273000591336
3757895823;09.03.2020 00:08:28:597;2;4;
3757957696;09.03.2020 00:08:28:659;2;4;972273000591336
3759993215;09.03.2020 00:08:30:695;2;4;
3770773535;09.03.2020 00:08:41:474;2;5;972273000591336
3771040266;09.03.2020 00:08:41:741;2;5;
3771854902;09.03.2020 00:08:42:556;2;4;972273000591336
3773694027;09.03.2020 00:08:44:395;2;4;
3773722675;09.03.2020 00:08:44:423;2;4;972273000591336
3774316499;09.03.2020 00:08:45:018;2;4;
3775544333;09.03.2020 00:08:46:245;2;5;972273000584356
3779705725;09.03.2020 00:08:50:407;2;4;972273000591336
3780299454;09.03.2020 00:08:51:001;2;4;
3780557707;09.03.2020 00:08:51:258;2;4;972273000591336
3781283385;09.03.2020 00:08:51:984;2;4;
3795322165;09.03.2020 00:09:06:023;2;4;972273000591336
3795504080;09.03.2020 00:09:06:204;2;5;
3796417861;09.03.2020 00:09:07:118;2;5;972273000584356
3796571503;09.03.2020 00:09:07:272;2;4;
3799712664;09.03.2020 00:09:10:413;2;4;972273000591336
3799960908;09.03.2020 00:09:10:661;2;5;
3800306457;09.03.2020 00:09:11:007;2;4;
3800433579;09.03.2020 00:09:11:133;2;4;972273000591336
3801661325;09.03.2020 00:09:12:361;2;5;972273000584356
3801862522;09.03.2020 00:09:12:563;2;5;
3803037105;09.03.2020 00:09:13:738;2;5;972273000584356
3803977127;09.03.2020 00:09:14:677;2;4;
3804038111;09.03.2020 00:09:14:738;2;4;972273000591336
3805465924;09.03.2020 00:09:16:166;2;5;
3805527517;09.03.2020 00:09:16:228;2;5;972273000584356
3805714088;09.03.2020 00:09:16:414;2;4;
3816475434;09.03.2020 00:09:27:175;2;2;972273000591336
3816934171;09.03.2020 00:09:27:634;2;3;972273000591336
3816938794;09.03.2020 00:09:27:639;2;2;
3817429886;09.03.2020 00:09:28:130;2;3;
3823697018;09.03.2020 00:09:34:397;2;4;972273000585057
3827371698;09.03.2020 00:09:38:071;2;4;
3828087965;09.03.2020 00:09:38:788;2;4;972273000585057
3831353458;09.03.2020 00:09:42:053;2;5;
3832221109;09.03.2020 00:09:42:921;2;4;
3832233827;09.03.2020 00:09:42:933;2;5;972273000584356
3836771649;09.03.2020 00:09:47:470;2;4;972273000585057
3838021284;09.03.2020 00:09:48:720;2;4;
3843718564;09.03.2020 00:09:54:417;2;4;972273000585057
3843838366;09.03.2020 00:09:54:537;2;5;
3843997711;09.03.2020 00:09:54:697;2;5;972273000584356
3844050387;09.03.2020 00:09:54:749;2;4;
3845455533;09.03.2020 00:09:56:155;2;4;972273000585057
3845852619;09.03.2020 00:09:56:552;2;4;
3849911801;09.03.2020 00:10:00:611;2;4;972273000585057
3851751198;09.03.2020 00:10:02:450;2;4;
3851812395;09.03.2020 00:10:02:511;2;4;972273000585057
3852472073;09.03.2020 00:10:03:171;2;4;
3852860967;09.03.2020 00:10:03:559;2;4;972273000585057
3855158819;09.03.2020 00:10:05:858;2;4;
3861588070;09.03.2020 00:10:12:287;2;4;972273000585057
3862706007;09.03.2020 00:10:13:404;2;4;
3867105818;09.03.2020 00:10:17:804;2;3;972273000591336
3867433519;09.03.2020 00:10:18:131;2;2;972273000591336
3867470903;09.03.2020 00:10:18:169;2;3;
3868617547;09.03.2020 00:10:19:316;2;2;
3891535703;09.03.2020 00:10:42:234;2;4;972273000585057
3892456987;09.03.2020 00:10:43:155;2;4;
3894484874;09.03.2020 00:10:45:182;2;4;972273000585057
3894661596;09.03.2020 00:10:45:360;2;5;
3895018233;09.03.2020 00:10:45:716;2;5;972273000584356
3895144755;09.03.2020 00:10:45:843;2;4;
3897761731;09.03.2020 00:10:48:460;2;4;972273000585057
3897905581;09.03.2020 00:10:48:603;2;5;
3897967397;09.03.2020 00:10:48:665;2;5;972273000584356
3898225075;09.03.2020 00:10:48:923;2;4;
3899269321;09.03.2020 00:10:49:967;2;4;972273000585057
3899666831;09.03.2020 00:10:50:365;2;4;
3904076000;09.03.2020 00:10:54:774;2;0;972273000591336
3904436420;09.03.2020 00:10:55:134;2;1;972273000591336
3904443500;09.03.2020 00:10:55:141;2;0;
3905619832;09.03.2020 00:10:56:317;2;1;
3907574366;09.03.2020 00:10:58:272;2;4;972273000585057
3907769017;09.03.2020 00:10:58:467;2;5;
3907863474;09.03.2020 00:10:58:561;2;5;972273000584356
3907972060;09.03.2020 00:10:58:670;2;4;
3915274008;09.03.2020 00:11:05:972;2;5;
3922375069;09.03.2020 00:11:13:072;2;4;972273000585057
3924116646;09.03.2020 00:11:14:814;2;5;972273000584356
3925861376;09.03.2020 00:11:16:558;2;5;
3927359599;09.03.2020 00:11:18:057;2;4;
3933163461;09.03.2020 00:11:23:860;2;1;972273000591336
3933523973;09.03.2020 00:11:24:221;2;0;972273000591336
3933560638;09.03.2020 00:11:24:257;2;1;
3933724890;09.03.2020 00:11:24:422;2;0;
3933786115;09.03.2020 00:11:24:483;2;0;972273000591336
3934445779;09.03.2020 00:11:25:142;2;0;
3935085437;09.03.2020 00:11:25:782;2;4;972273000585057
3935618629;09.03.2020 00:11:26:315;2;5;972273000584356
3935777263;09.03.2020 00:11:26:474;2;4;
3941247570;09.03.2020 00:11:31:944;2;2;972273000591336
3941706305;09.03.2020 00:11:32:402;2;3;972273000591336
3941709977;09.03.2020 00:11:32:406;2;2;
3942234791;09.03.2020 00:11:32:932;2;3;
3952258890;09.03.2020 00:11:42:955;2;4;972273000585057
3952367363;09.03.2020 00:11:43:064;2;5;
3952920163;09.03.2020 00:11:43:617;2;5;972273000584356
3953049357;09.03.2020 00:11:43:745;2;4;
3954814832;09.03.2020 00:11:45:511;2;4;972273000585057
3955408769;09.03.2020 00:11:46:105;2;4;
3958626368;09.03.2020 00:11:49:323;2;5;
3961663463;09.03.2020 00:11:52:360;2;4;972273000585057
3962323441;09.03.2020 00:11:53:020;2;4;
3968976715;09.03.2020 00:11:59:673;2;5;972273000584356
3975366397;09.03.2020 00:12:06:062;2;4;972273000585057
3975632675;09.03.2020 00:12:06:329;2;4;
3979462460;09.03.2020 00:12:10:158;2;4;972273000585057
3981104558;09.03.2020 00:12:11:800;2;4;
3982837625;09.03.2020 00:12:13:533;2;4;972273000585057
3983038987;09.03.2020 00:12:13:734;2;5;
3983230998;09.03.2020 00:12:13:926;2;5;972273000584356
3983300343;09.03.2020 00:12:13:996;2;4;
3996919146;09.03.2020 00:12:27:615;2;4;972273000585057
3997643701;09.03.2020 00:12:28:338;2;4;
3997771110;09.03.2020 00:12:28:466;2;4;972273000585057
3997972002;09.03.2020 00:12:28:667;2;4;
3999311214;09.03.2020 00:12:30:007;2;4;972273000585057
3999970992;09.03.2020 00:12:30:666;2;4;
4002391462;09.03.2020 00:12:33:086;2;4;972273000585057
4003051328;09.03.2020 00:12:33:746;2;4;
4004567086;09.03.2020 00:12:35:262;2;5;
4004792387;09.03.2020 00:12:35:488;2;4;972273000585057
4004989275;09.03.2020 00:12:35:684;2;5;972273000584356
4005386665;09.03.2020 00:12:36:082;2;4;
4014969218;09.03.2020 00:12:45:665;2;2;972273000585057
4015333537;09.03.2020 00:12:46:028;2;2;
4015657341;09.03.2020 00:12:46:352;2;3;972273000585057
4016644242;09.03.2020 00:12:47:339;2;3;
4080070603;09.03.2020 00:13:50:764;2;3;972273000591336
4080398293;09.03.2020 00:13:51:092;2;2;972273000591336
4080468361;09.03.2020 00:13:51:162;2;3;
4081123764;09.03.2020 00:13:51:817;2;2;
4085267227;09.03.2020 00:13:55:960;2;4;972273000591336
4087433788;09.03.2020 00:13:58:126;2;4;
4087495489;09.03.2020 00:13:58:189;2;4;972273000591336
4087766777;09.03.2020 00:13:58:460;2;5;
4088745519;09.03.2020 00:13:59:438;2;5;972273000584356
4088875569;09.03.2020 00:13:59:568;2;4;
4089068376;09.03.2020 00:13:59:761;2;4;972273000591336
4089175407;09.03.2020 00:13:59:868;2;5;
4091563625;09.03.2020 00:14:02:257;2;5;972273000584356
4092812984;09.03.2020 00:14:03:506;2;5;
4094021142;09.03.2020 00:14:04:714;2;4;
4094350370;09.03.2020 00:14:05:043;2;5;972273000584356
4094475164;09.03.2020 00:14:05:168;2;4;972273000591336
4095202895;09.03.2020 00:14:05:896;2;4;
4095949739;09.03.2020 00:14:06:643;2;4;972273000591336
4096477962;09.03.2020 00:14:07:171;2;4;
4119421386;09.03.2020 00:14:30:113;2;5;
4119711762;09.03.2020 00:14:30:404;2;5;972273000584356
4151156528;09.03.2020 00:15:01:848;2;4;972273000591336
4157091397;09.03.2020 00:15:07:783;2;4;
4158136196;09.03.2020 00:15:08:828;2;4;972273000591336
4159726547;09.03.2020 00:15:10:418;2;5;
4159787596;09.03.2020 00:15:10:479;2;5;972273000584356
4160106449;09.03.2020 00:15:10:798;2;4;
4174649906;09.03.2020 00:15:25:341;3;0;972273000591336
4174879284;09.03.2020 00:15:25:570;3;1;972273000591336
4174948733;09.03.2020 00:15:25:640;3;0;
4175407397;09.03.2020 00:15:26:098;3;1;
4217739995;09.03.2020 00:16:08:430;3;1;972273000591336
4218034879;09.03.2020 00:16:08:724;3;0;972273000591336
4218104119;09.03.2020 00:16:08:794;3;1;
4218923473;09.03.2020 00:16:09:613;3;0;
4223645074;09.03.2020 00:16:14:335;2;4;972273000591336
4233348393;09.03.2020 00:16:24:037;2;4;
4237813549;09.03.2020 00:16:28:503;2;4;972273000591336
4238993535;09.03.2020 00:16:29:683;2;5;
4239742698;09.03.2020 00:16:30:432;2;5;972273000584356
4239943309;09.03.2020 00:16:30:632;2;5;
4240135928;09.03.2020 00:16:30:825;2;5;972273000584356
4245157614;09.03.2020 00:16:35:847;2;4;
4255757991;09.03.2020 00:16:46:447;2;0;972273000591336
4255926314;09.03.2020 00:16:46:615;2;1;972273000591336
4256025005;09.03.2020 00:16:46:713;2;0;
4256225860;09.03.2020 00:16:46:915;2;1;
4259712317;09.03.2020 00:16:50:401;2;1;972273000591336
4260142517;09.03.2020 00:16:50:831;2;1;
4260262472;09.03.2020 00:16:50:951;2;0;972273000591336
4260596269;09.03.2020 00:16:51:285;2;3;972273000585057
4260791129;09.03.2020 00:16:51:480;2;0;
4260862522;09.03.2020 00:16:51:551;2;3;
4260950675;09.03.2020 00:16:51:639;2;0;972273000591336
4260989508;09.03.2020 00:16:51:678;2;2;972273000585057
4261190168;09.03.2020 00:16:51:879;2;2;
4267213854;09.03.2020 00:16:57:903;2;0;
4267307808;09.03.2020 00:16:57:997;2;0;972273000591336
4269474926;09.03.2020 00:17:00:164;2;0;
4269773250;09.03.2020 00:17:00:462;1;4;972273000591336
4269937092;09.03.2020 00:17:00:625;1;5;972273000591336
4270039277;09.03.2020 00:17:00:727;1;4;
4270269145;09.03.2020 00:17:00:958;1;5;
4275072524;09.03.2020 00:17:05:761;0;5;972273000583241
4275470250;09.03.2020 00:17:06:159;0;5;
4275484274;09.03.2020 00:17:06:173;0;4;972273000583241
4275914656;09.03.2020 00:17:06:603;0;4;
4276886241;09.03.2020 00:17:07:575;0;0;972273000583241
4277181158;09.03.2020 00:17:07:870;0;1;972273000583241
4277218238;09.03.2020 00:17:07:907;0;0;
4277512743;09.03.2020 00:17:08:201;0;1;
1183617;09.03.2020 00:17:26:840;0;1;972273000583241
1412988;09.03.2020 00:17:27:068;0;0;972273000583241
1482201;09.03.2020 00:17:27:137;0;1;
1744857;09.03.2020 00:17:27:400;0;0;
6631863;09.03.2020 00:17:32:287;1;0;972273000583241
6874987;09.03.2020 00:17:32:530;1;1;972273000583241
6931396;09.03.2020 00:17:32:586;1;0;
7173632;09.03.2020 00:17:32:828;1;1;
21176725;09.03.2020 00:17:46:832;1;5;972273000591336
22590062;09.03.2020 00:17:48:245;1;5;
23699909;09.03.2020 00:17:49:355;1;4;972273000591336
26065825;09.03.2020 00:17:51:721;2;4;972273000585057
26266564;09.03.2020 00:17:51:921;2;4;
27799752;09.03.2020 00:17:53:455;1;4;
28123653;09.03.2020 00:17:53:778;1;4;972273000591336
28390095;09.03.2020 00:17:54:044;1;4;
30915543;09.03.2020 00:17:56:570;2;4;972273000585057
31115977;09.03.2020 00:17:56:771;2;4;
32979990;09.03.2020 00:17:58:635;2;4;972273000585057
33180233;09.03.2020 00:17:58:834;2;4;
37698639;09.03.2020 00:18:03:353;2;4;972273000585057
38030635;09.03.2020 00:18:03:685;2;4;
38353992;09.03.2020 00:18:04:009;2;4;972273000585057
38554716;09.03.2020 00:18:04:209;2;4;
40201804;09.03.2020 00:18:05:856;2;5;
40361102;09.03.2020 00:18:06:016;2;5;972273000584356
51939673;09.03.2020 00:18:17:594;2;2;972273000591336
52226429;09.03.2020 00:18:17:881;2;3;972273000591336
52271158;09.03.2020 00:18:17:925;2;2;
52514536;09.03.2020 00:18:18:169;2;0;972273000585057
52691181;09.03.2020 00:18:18:345;2;3;
52911958;09.03.2020 00:18:18:566;2;0;
53104326;09.03.2020 00:18:18:758;2;1;972273000585057
53436412;09.03.2020 00:18:19:091;2;1;
53723003;09.03.2020 00:18:19:377;2;3;972273000591336
53985132;09.03.2020 00:18:19:639;2;2;972273000591336
54054629;09.03.2020 00:18:19:709;2;3;
55430798;09.03.2020 00:18:21:085;2;2;
57130934;09.03.2020 00:18:22:784;2;4;972273000591336
59494491;09.03.2020 00:18:25:149;2;4;
59522995;09.03.2020 00:18:25:177;2;4;972273000591336
59895546;09.03.2020 00:18:25:550;2;5;
62612184;09.03.2020 00:18:28:266;2;5;972273000584356
62869972;09.03.2020 00:18:28:524;2;4;
63619104;09.03.2020 00:18:29:273;2;4;972273000591336
64289138;09.03.2020 00:18:29:943;2;5;
66543107;09.03.2020 00:18:32:197;2;5;972273000584356
66638028;09.03.2020 00:18:32:292;2;4;
